code,name,market,close,pct,volume,amount,market_cap,r1w,r1m,r3m,r6m,sector_derived,industry_source,level1_score
036930,주성엔지니어링,KOSDAQ GLOBAL,209500,2.95,873557,180622863750,9737794849500,3.7129,26.2048,14.8575,170.6718,Industrials,특수 목적용 기계 제조업,0.863113
192650,드림텍,KOSPI,8450,-0.94,836268,7092574680,556743705050,18.8467,79.0254,88.1960,18.6798,Technology,전자부품 제조업,0.863047
119850,지엔씨에너지,KOSDAQ,56100,2.19,445029,24956907000,922783794900,18.4794,14.4898,181.6265,68.4685,Utilities,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,0.861301
131290,티에스이,KOSDAQ,289000,2.85,72302,20758374500,3196752981000,18.9300,17.7189,15.8317,149.5682,Technology,측정  시험  항해  제어 및 기타 정밀기기 제조업; 광학기기 제외,0.861172
161890,한국콜마,KOSPI,147000,0.62,274025,40522592900,3469946319000,-2.0000,2.5820,70.1389,87.9795,Materials,기타 화학제품 제조업,0.861115
066570,LG전자,KOSPI,209000,-3.46,546536,114955326500,34042889342000,4.5000,4.6046,2.2005,82.8521,Technology,통신 및 방송 장비 제조업,0.859551
000660,SK하이닉스,KOSPI,1862000,1.2,2947714,5480333530143,1360176783630000,5.8556,11.4303,-27.8295,88.8438,Technology,반도체 제조업,0.859517
144960,뉴파워프라즈마,KOSDAQ,12790,4.66,1440331,18253979650,558828660960,39.0217,33.3681,76.4138,135.9779,Industrials,특수 목적용 기계 제조업,0.858977
078930,GS,KOSPI,110700,0.09,342032,37659704500,10283531296500,-1.1607,-3.4031,67.4735,63.5155,Financials,기타 금융업,0.852750
000150,두산,KOSPI,1512000,2.65,79240,118116220500,24485078520000,9.0123,39.3548,-2.1359,31.3640,Technology,전자부품 제조업,0.847970
043260,성호전자,KOSDAQ,26200,-2.78,2792564,72759502025,1976838417600,41.1638,46.0424,-12.8120,-39.7701,Technology,전자부품 제조업,0.847265
950260,인제니아테라퓨틱스(Reg.S),KOSDAQ,24400,4.05,3339114,79268095725,1206448410800,55.5131,61.0561,,,Healthcare,자연과학 및 공학 연구개발업,0.844281
232140,와이씨,KOSDAQ,14250,-0.42,1780267,25395537070,1169146237500,19.8486,44.9644,9.8689,-29.4554,Industrials,특수 목적용 기계 제조업,0.843963
456010,아이씨티케이,KOSDAQ,22600,1.57,1492535,35347643925,327753110000,22.0302,39.3342,16.4948,63.0592,Technology,반도체 제조업,0.841863
437730,삼현,KOSDAQ,51900,-3.71,403680,21317535800,1645622727300,4.8485,61.4308,32.3980,0.5814,Industrials,자동차 신품 부품 제조업,0.840827
006340,대원전선,KOSPI,13490,-1.24,1548933,21037840590,1057810471840,5.8870,4.7360,20.6619,146.1679,Other,절연선 및 케이블 제조업,0.837749
001440,대한전선,KOSPI,30950,-2.06,3032595,94512213125,6065970846200,10.9319,15.9176,-9.3704,6.9085,Other,절연선 및 케이블 제조업,0.836342
028050,삼성E&A,KOSPI,49350,-3.61,2237039,110184302725,9672600000000,-2.2772,10.1563,12.2867,46.0059,Other,건축기술  엔지니어링 및 관련 기술 서비스업,0.834550
017900,광전자,KOSPI,9880,-3.14,3000362,30374224915,572484378440,-5.5449,31.0345,33.1536,277.8203,Technology,반도체 제조업,0.834541
024840,KBI메탈,KOSDAQ,6350,-1.24,2032142,12968095335,276011430450,12.7886,22.1154,56.7901,203.8278,Materials,1차 비철금속 제조업,0.833950
059090,미코,KOSDAQ,22550,-0.22,359915,8063434975,753548343900,13.9464,30.3468,22.6210,59.1390,Technology,반도체 제조업,0.832650
062040,산일전기,KOSPI,205500,0.24,124718,25446226750,6297105675000,4.6867,24.4700,-7.8475,34.4895,Utilities,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,0.830113
425420,티에프이,KOSDAQ,64300,-0.16,67134,4342503050,793923738300,14.4128,53.0952,48.1567,5.2373,Technology,전자부품 제조업,0.830088
105560,KB금융,KOSPI,173200,-1.42,679189,118050253200,61431915528800,-1.9808,6.1925,14.0975,17.9033,Financials,기타 금융업,0.828738
402340,SK스퀘어,KOSPI,1190000,5.03,963292,1132505220813,156989557620000,16.6667,10.5948,-33.8521,100.0000,Financials,기타 금융업,0.827868
005930,삼성전자,KOSPI,285500,3.25,20864376,5926486634990,1669112542584000,12.6233,11.0895,-16.1527,50.5008,Technology,통신 및 방송 장비 제조업,0.827747
077360,덕산하이메탈,KOSDAQ,13140,1.62,713342,9385748275,597042206280,23.2645,39.0476,13.2759,17.5313,Technology,반도체 제조업,0.827513
055550,신한지주,KOSPI,109300,-3.45,895919,98782914050,51310911122700,-2.4978,5.8083,14.2111,21.4444,Financials,기타 금융업,0.826925
042700,한미반도체,KOSPI,243500,1.46,369301,89109822750,23208520700000,7.7434,16.5072,-9.8148,-17.8752,Industrials,특수 목적용 기계 제조업,0.826662
096770,SK이노베이션,KOSPI,149200,5.82,999300,148676435650,25222675969600,9.4644,14.6810,51.6260,35.5132,Energy,석유 정제품 제조업,0.826626
192820,코스맥스,KOSPI,272000,0.74,67379,18282589500,3087066448000,-3.0303,-4.8951,79.3013,40.5685,Materials,기타 화학제품 제조업,0.826393
086790,하나금융지주,KOSPI,133100,-2.13,648296,86391731820,36066095021000,-2.6335,3.4188,16.5499,24.9765,Financials,기타 금융업,0.825356
108490,로보티즈,KOSDAQ,301000,0.33,212086,64227738500,4414775428000,-2.5890,21.6162,17.8082,16.2162,Industrials,특수 목적용 기계 제조업,0.825346
252990,샘씨엔에스,KOSDAQ,17930,3.22,637243,11511043865,1079706749770,8.0120,34.5086,45.5357,78.2306,Technology,전자부품 제조업,0.824140
039030,이오테크닉스,KOSDAQ,481500,1.69,71864,34260840000,5931863325000,2.8846,24.0979,-1.0277,13.6954,Industrials,특수 목적용 기계 제조업,0.823766
031980,피에스케이홀딩스,KOSDAQ,163200,3.16,98410,15858437050,3518982864000,-2.1583,48.0944,32.7909,60.7882,Industrials,특수 목적용 기계 제조업,0.822790
316140,우리금융지주,KOSPI,35350,-1.12,1398444,49731421325,26045404789950,-2.6171,10.6416,20.8547,9.4427,Financials,기타 금융업,0.822776
058470,리노공업,KOSDAQ GLOBAL,74300,-0.93,1493192,110177330800,5662540455000,12.7466,15.0155,-12.7934,-30.7549,Technology,전자부품 제조업,0.822148
034730,SK,KOSPI,611000,3.91,129962,78403933000,44299151533000,10.8893,11.2933,-14.1854,77.8748,Financials,기타 금융업,0.821714
000880,한화,KOSPI,130000,-1.74,61735,8086377750,6932756610000,-5.5919,55.1313,25.2408,13.4380,Materials,기타 화학제품 제조업,0.820809
006400,삼성SDI,KOSPI,521000,-1.51,376430,195422763000,41985061130000,-4.2279,1.1650,6.5440,31.0692,Other,일차전지 및 이차전지 제조업,0.820418
095340,ISC,KOSDAQ,212500,2.16,117738,24686123500,4504374825000,10.7348,37.8080,11.5486,-10.9015,Industrials,기계장비 및 관련 물품 도매업,0.819667
443060,HD현대마린솔루션,KOSPI,239000,-1.65,57461,13867663450,10715196940000,1.0571,15.7385,9.1324,32.9255,Other,건축기술  엔지니어링 및 관련 기술 서비스업,0.818936
138040,메리츠금융지주,KOSPI,125600,-2.56,148894,18766875350,21018817488800,0.4800,8.8388,21.3527,18.3789,Financials,기타 금융업,0.818838
028260,삼성물산,KOSPI,367000,0,275715,102096058500,59515502227000,3.8190,0.6859,-23.7799,30.3730,Other,기타 전문 도매업,0.817743
240810,원익IPS,KOSDAQ GLOBAL,133700,2.61,2584001,353053961450,6562517563700,11.9765,25.6579,-11.2218,-0.7424,Industrials,특수 목적용 기계 제조업,0.817290
180640,한진칼,KOSPI,140100,-2.37,70054,9869157150,9353394727500,3.3186,15.3086,22.8947,15.4988,Financials,기타 금융업,0.816164
003160,디아이,KOSPI,36750,5.6,774795,28182485225,1040025000000,17.0382,61.5385,54.0881,3.2303,Technology,측정  시험  항해  제어 및 기타 정밀기기 제조업; 광학기기 제외,0.815983
131970,두산테스나,KOSDAQ GLOBAL,93700,0.32,200835,18652896000,1810962200600,19.3631,24.7670,-21.6555,-10.0768,Other,그외 기타 전문  과학 및 기술 서비스업,0.815817
004710,한솔테크닉스,KOSPI,9900,0.92,473104,4753237480,525130818300,11.1111,46.0177,-15.8879,105.6075,Technology,전자부품 제조업,0.815414
018260,삼성에스디에스,KOSPI,220500,-2.43,94796,20918339250,17061804900000,1.3793,-3.2895,16.1749,40.3565,Technology,컴퓨터 프로그래밍  시스템 통합 및 관리업,0.814707
007810,코리아써키트,KOSPI,65100,-0.76,694870,44522468150,1561268562000,27.8978,17.7215,-33.9086,-0.1534,Technology,전자부품 제조업,0.814516
403870,HPSP,KOSDAQ GLOBAL,55500,2.21,1404443,77548253400,4567650000000,3.9326,26.2799,9.6838,13.8462,Industrials,특수 목적용 기계 제조업,0.814013
006260,LS,KOSPI,321500,-1.53,71796,23411934750,10030800000000,5.9308,11.4385,-9.0523,16.2749,Financials,기타 금융업,0.813301
011070,LG이노텍,KOSPI,535000,-1.29,111592,59594106720,12661902245000,3.8835,-6.1404,-44.0961,83.2192,Technology,전자부품 제조업,0.812542
032830,삼성생명,KOSPI,294500,1.2,223073,65745880000,58900000000000,3.8801,3.1524,-31.9861,32.6577,Financials,보험업,0.812244
000810,삼성화재,KOSPI,648000,-1.07,60134,38949167000,28931562504000,-1.9667,1.8868,1.8868,34.8595,Financials,보험업,0.812050
298040,효성중공업,KOSPI,2896000,-0.17,27462,78971822000,27003891008000,3.2074,3.7249,-13.6296,7.2195,Utilities,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,0.811822
090430,아모레퍼시픽,KOSPI,142500,0.35,145314,20745686600,8335218157500,-1.4523,1.8585,45.4082,5.0111,Materials,기타 화학제품 제조업,0.811663
005830,DB손해보험,KOSPI,184600,-0.7,164514,30306492000,12091364425400,-1.2834,2.2715,34.4501,0.4899,Financials,보험업,0.811482
033780,KT&G,KOSPI,174300,-1.69,266604,46655668650,18094162480800,1.3372,0.6351,3.3808,10.5964,Other,담배 제조업,0.809150
033640,네패스,KOSDAQ,27600,0.36,175288,4802065350,636433975200,12.1951,43.9750,-2.1277,49.6746,Technology,반도체 제조업,0.808682
001450,현대해상,KOSPI,47550,-0.52,316354,15030136900,4053554287500,-1.9588,-6.0277,35.2774,54.6341,Financials,보험업,0.807958
052710,아모텍,KOSDAQ,18920,-2.22,738450,14027543800,353440736000,18.2500,68.0284,-20.6709,43.2248,Technology,전자부품 제조업,0.806927
095610,테스,KOSDAQ GLOBAL,161900,8.95,358301,56509219850,3134384000000,19.3073,21.3643,-0.3692,156.9841,Industrials,특수 목적용 기계 제조업,0.806614
417840,저스템,KOSDAQ,17080,7.56,1983085,33170428755,391929311480,17.5499,48.0069,39.2013,152.6627,Industrials,특수 목적용 기계 제조업,0.806402
078350,한양디지텍,KOSDAQ,27650,-2.47,367261,9990468800,421507162300,55.2499,31.6667,17.9104,5.3333,Technology,반도체 제조업,0.805541
046970,우리로,KOSDAQ,7910,3.94,11635487,95135681205,346655742090,9.2541,84.8131,30.7438,72.8962,Other,기타 전문 도매업,0.805107
278470,에이피알,KOSPI,368500,1.94,186907,68566674500,13795960117500,4.3909,-10.0122,-0.6739,10.8271,Materials,기타 화학제품 제조업,0.804370
281820,케이씨텍,KOSPI,86800,7.69,298491,25587113350,1718523774800,23.1206,33.5385,6.5031,87.0690,Technology,측정  시험  항해  제어 및 기타 정밀기기 제조업; 광학기기 제외,0.803668
003550,LG,KOSPI,111900,-3.95,141632,16049782450,16918385247600,-0.2674,-1.4097,12.8024,27.8857,Financials,기타 금융업,0.802966
160190,하이젠알앤엠,KOSDAQ,29400,2.08,187457,5506787800,908107200000,22.7557,60.4803,28.3843,-23.8342,Utilities,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,0.801754
016360,삼성증권,KOSPI,91100,0.44,454710,41672157554,8135230000000,6.4252,5.1963,-15.2558,-3.6998,Financials,금융 지원 서비스업,0.801643
002990,금호건설,KOSPI,13010,-1.66,839324,10987165505,484752261740,-4.5488,-12.4495,168.5243,161.7706,Industrials,건물 건설업,0.800150
058610,에스피지,KOSDAQ,100700,1.92,359173,36610953750,2233260152000,2.5458,7.1277,25.5611,-11.5114,Utilities,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,0.800007
353200,대덕전자,KOSPI,119400,6.32,1578412,184015317200,5900380845000,17.4041,14.1491,-13.5409,53.8660,Technology,전자부품 제조업,0.799986
030530,원익홀딩스,KOSDAQ,28300,6.79,6640185,192893126575,2185834862300,11.8577,47.0130,30.4147,-13.9818,Materials,기초 화학물질 제조업,0.799922
003670,포스코퓨처엠,KOSPI,179900,-2.33,555377,103101673800,16001424978000,-4.4102,5.2662,1.0107,-8.4012,Other,일차전지 및 이차전지 제조업,0.798200
181710,NHN,KOSPI,56000,-2.1,156849,8738469750,1810422040000,4.8689,-20.0000,58.4158,52.1739,Technology,소프트웨어 개발 및 공급업,0.797955
021240,코웨이,KOSPI,99800,0,236952,23512651150,7062589114800,-7.0764,2.3590,15.6431,38.0360,Other,그외 기타 개인 서비스업,0.797190
080220,제주반도체,KOSDAQ,77600,2.65,912548,70673564200,2672763840800,8.5315,6.5934,-31.2666,83.2349,Technology,반도체 제조업,0.797137
229640,LS에코에너지,KOSPI,64000,7.56,634008,40717518950,1959992256000,13.0742,49.1841,17.4312,42.3804,Financials,기타 금융업,0.796665
079550,LIG디펜스앤에어로스페이스,KOSPI,692000,-1.7,65278,45349505500,15224000000000,3.9039,-3.4868,-16.0194,7.9563,Other,무기 및 총포탄 제조업,0.796416
218410,RFHIC,KOSDAQ,58600,-0.68,310613,18248395700,1557320901200,11.1954,26.8398,-13.9501,-23.2984,Technology,통신 및 방송 장비 제조업,0.795550
420770,기가비스,KOSDAQ,123100,3.01,107431,13070939500,1560385809800,16.3516,17.6864,-20.9884,75.8571,Industrials,특수 목적용 기계 제조업,0.795290
096530,씨젠,KOSDAQ GLOBAL,34000,-0.58,164325,5598570650,1588969668000,4.7766,5.7543,26.1596,52.8090,Healthcare,의료용품 및 기타 의약 관련제품 제조업,0.794625
475150,SK이터닉스,KOSPI,50800,0.59,543094,27694269350,1730603803200,4.0984,-4.5113,34.5695,-1.9305,Industrials,건물 건설업,0.793796
140410,메지온,KOSDAQ,82200,4.31,132585,10914246150,2517101602800,14.0083,27.0479,38.1513,-5.8419,Healthcare,자연과학 및 공학 연구개발업,0.793093
069540,빛과전자,KOSDAQ,4020,2.29,11362764,46349179042,453021425940,-8.8435,43.3155,56.7251,53.4351,Technology,통신 및 방송 장비 제조업,0.792944
010120,LS ELECTRIC,KOSPI,205500,-3.07,332290,68660996750,30825000000000,3.0592,6.8643,-8.4633,-74.7232,Utilities,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,0.792753
024110,기업은행,KOSPI,20400,2,1485880,30601138000,16267487727600,0.9901,0.9901,1.2407,-11.8790,Financials,은행 및 저축기관,0.792653
241710,코스메카코리아,KOSDAQ GLOBAL,127300,-0.08,63756,8073909650,1359564000000,-6.6716,-9.0714,90.8546,57.9404,Materials,기타 화학제품 제조업,0.792650
088350,한화생명,KOSPI,5640,-0.18,2075772,11673718590,4898509200000,-3.4247,7.6336,21.0300,16.4087,Financials,보험업,0.792175
068270,셀트리온,KOSPI,177400,-0.62,294934,52420836400,41266287022400,0.1129,-8.5567,2.7215,-11.1222,Healthcare,기초 의약물질 제조업,0.791840
356860,티엘비,KOSDAQ,44600,0.22,581725,25720176075,1057076196000,17.0604,32.1481,-42.8205,-39.8111,Technology,전자부품 제조업,0.791207
007660,이수페타시스,KOSPI,118900,5.31,929301,109461510850,8728356139100,10.5019,18.1909,10.8108,-1.0815,Technology,전자부품 제조업,0.791095
204270,제이앤티씨,KOSDAQ,23800,-4.99,1055612,25593965575,1376793490800,10.4408,28.1637,6.0134,39.1813,Technology,전자부품 제조업,0.790977
089860,롯데렌탈,KOSPI,49650,0,25994,1289523325,1802761114200,3.1153,7.4675,79.5660,56.8720,Industrials,운송장비 임대업,0.790172
373220,LG에너지솔루션,KOSPI,351500,0.29,222728,78686281500,82251000000000,-4.2234,-2.9006,-3.8304,-10.4459,Other,일차전지 및 이차전지 제조업,0.789692
098460,고영,KOSDAQ,29150,0.87,725651,21166620900,1988152808950,6.7766,6.9725,-6.1192,5.6159,Industrials,특수 목적용 기계 제조업,0.789538
086280,현대글로비스,KOSPI,196900,-3,218216,43092461950,14767500000000,-1.7955,-0.9557,4.1248,-11.7040,Industrials,기타 운송관련 서비스업,0.789406
010580,에스엠벡셀,KOSPI,2765,2.03,2953642,8171868886,307611116400,8.0078,82.3879,62.9346,41.7949,Industrials,자동차 신품 부품 제조업,0.789178
317400,자이에스앤디,KOSPI,9780,-2.88,785769,7760934880,379293045600,-4.4922,-4.7712,190.6389,128.7719,Real Estate,부동산 임대 및 공급업,0.788997
103590,일진전기,KOSPI,81700,6.8,999539,80921351650,3895896363000,16.0511,23.6006,10.2564,5.6921,Other,절연선 및 케이블 제조업,0.788069
446540,메가터치,KOSDAQ,10900,15.47,3520445,38921530020,316962309900,21.7877,53.5211,86.9640,166.1783,Other,일차전지 및 이차전지 제조업,0.787655
327260,RF머트리얼즈,KOSDAQ,47050,-2.49,552483,26037365075,846374874950,6.3277,37.3723,-17.7448,-24.1129,Technology,전자부품 제조업,0.787418
452260,한화갤러리아,KOSPI,2765,1.65,1576380,4369612785,536021821650,5.9387,42.1594,30.4245,8.0078,Consumer,종합 소매업,0.787114
008930,한미사이언스,KOSPI,52100,2.76,126640,6652723500,3563199755000,1.9569,-7.7876,85.4093,41.9619,Financials,기타 금융업,0.786388
035420,NAVER,KOSPI,194700,-3.13,1148820,225541510150,29612773644300,-3.3747,-12.8859,-2.3571,-8.8056,Technology,자료처리  호스팅  포털 및 기타 인터넷 정보매개 서비스업,0.786136
092870,엑시콘,KOSDAQ,42950,13.03,1152464,49798031725,560531731150,34.2188,110.5392,112.6238,45.5932,Industrials,특수 목적용 기계 제조업,0.786057
017670,SK텔레콤,KOSPI,87100,-0.23,567429,49457326700,18708213616300,-1.1351,-14.8583,-4.2857,13.7076,Technology,전기 통신업,0.785908
011200,HMM,KOSPI,20800,-1.89,562695,11806537825,19619349776000,2.2113,-8.9716,9.8205,4.3653,Industrials,해상 운송업,0.785878
060370,LS마린솔루션,KOSDAQ,33650,1.51,165986,5527330800,1757837437100,4.1796,9.9673,32.4803,11.4238,Technology,전기 및 통신 공사업,0.785636
007340,DN오토모티브,KOSPI,47900,-3.43,131657,6331780225,2802670433500,3.4557,0.2092,25.8870,22.0382,Other,일차전지 및 이차전지 제조업,0.785633
047050,포스코인터내셔널,KOSPI,55300,-2.47,376658,20943954850,9728530176400,0.9124,3.1716,9.5050,-27.1410,Other,상품 중개업,0.785546
042370,비츠로테크,KOSDAQ,10650,-2.92,1606016,17549924125,279030266250,21.0227,32.4627,10.3627,-8.1897,Financials,기타 금융업,0.785187
329180,HD현대중공업,KOSPI,441000,-3.18,190670,84338033250,46287900225000,0.1135,-3.1833,-24.8722,-14.5349,Other,선박 및 보트 건조업,0.784817
082740,한화엔진,KOSPI,47600,-3.35,735004,35300183650,3972083959200,-0.9365,6.0134,-7.7519,0.9544,Industrials,일반 목적용 기계 제조업,0.784752
332570,PS일렉트로닉스,KOSDAQ,8830,0.8,1298694,11456121240,405655524490,4.3735,1.8454,48.1544,63.8219,Technology,전자부품 제조업,0.784720
041190,우리기술투자,KOSDAQ,6060,1.34,2165904,13012584685,483588000000,16.9884,3.2368,27.5789,-4.8666,Financials,기타 금융업,0.783749
080580,오킨스전자,KOSDAQ,24850,8.04,1050265,26204884500,524110231750,12.4434,53.6797,68.7033,36.3138,Technology,전자부품 제조업,0.783510
052690,한전기술,KOSPI,130400,-5.58,486579,64058490650,4983888000000,-3.6928,44.4075,19.3047,-17.3638,Other,건축기술  엔지니어링 및 관련 기술 서비스업,0.783184
012450,한화에어로스페이스,KOSPI,1021000,-3.41,139794,143830268500,52646232421000,-3.2227,-7.6018,-6.6728,-23.5206,Industrials,항공기 우주선 및 부품 제조업,0.783176
071050,한국금융지주,KOSPI,186400,0.05,163219,30643933650,10387324908800,-0.2675,1.6912,-8.8509,-11.6588,Financials,기타 금융업,0.782863
053800,안랩,KOSDAQ,74300,4.94,128505,9493761250,826699395800,15.0155,30.5800,41.5238,20.4214,Technology,소프트웨어 개발 및 공급업,0.782467
003230,삼양식품,KOSPI,1215000,-2.96,57242,69558340000,9152613225000,-3.6479,-13.4615,8.2888,0.9975,Consumer,기타 식품 제조업,0.782208
336260,두산퓨얼셀,KOSPI,47200,-0.84,514094,24561197075,3091303867200,-7.9922,20.5619,-16.3121,23.8845,Utilities,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,0.782118
064400,LG씨엔에스,KOSPI,69400,-3.07,532500,37275549250,6723884791200,-0.4304,-4.0111,-12.4842,9.2913,Technology,컴퓨터 프로그래밍  시스템 통합 및 관리업,0.781732
483650,달바글로벌,KOSPI,182100,1.62,164776,30346749150,2281196746500,13.7414,-21.6774,-19.4248,21.2383,Materials,기타 화학제품 제조업,0.781721
005490,POSCO홀딩스,KOSPI,311500,-1.89,194134,60634984250,24683735660500,-4.5942,-4.8855,-6.0332,-8.2474,Materials,1차 철강 제조업,0.780927
159010,아스플로,KOSDAQ,29800,22.89,925696,27126742900,397375222200,39.5785,49.0745,55.5324,458.0524,Industrials,일반 목적용 기계 제조업,0.780673
010140,삼성중공업,KOSPI,20250,-1.7,2307429,46856374958,17820000000000,0.2475,0.7463,-17.6829,-23.2955,Other,선박 및 보트 건조업,0.780635
009540,HD한국조선해양,KOSPI,332500,-2.06,112468,37538250750,23532061070000,0.0000,-5.9406,-9.6467,-12.3847,Financials,기타 금융업,0.780521
093370,후성,KOSPI,13950,2.57,7496102,107366380545,1496211853500,-3.9917,14.1571,-24.0196,95.1049,Materials,기초 화학물질 제조업,0.780174
083450,GST,KOSDAQ,49250,0.41,88968,4383917325,907677500000,6.1422,10.3024,-2.2817,73.1107,Industrials,특수 목적용 기계 제조업,0.780077
207940,삼성바이오로직스,KOSPI,1366000,-1.8,38947,53401243168,63233439066000,-3.0518,-13.1596,-1.3718,-11.7001,Healthcare,기초 의약물질 제조업,0.779147
051900,LG생활건강,KOSPI,292500,-1.35,32016,9463603000,4380340477500,-2.9851,-7.4367,30.0000,17.0000,Materials,기타 화학제품 제조업,0.777953
122640,예스티,KOSDAQ,32000,1.91,280589,9038182200,692842400000,11.3043,12.4780,-14.6667,36.7521,Industrials,특수 목적용 기계 제조업,0.777668
035720,카카오,KOSPI,33450,-2.05,1380964,46852441200,14818346755350,-0.1493,-6.5642,-1.6176,-30.6017,Technology,자료처리  호스팅  포털 및 기타 인터넷 정보매개 서비스업,0.777483
253590,네오셈,KOSDAQ,13680,3.64,2779052,39157988275,600130163520,14.0000,35.5798,19.0601,-22.0068,Industrials,특수 목적용 기계 제조업,0.777270
128940,한미약품,KOSPI,520000,3.59,126975,66420977500,6661715320000,3.5857,-3.7037,29.0323,1.7613,Healthcare,의약품 제조업,0.777117
175330,JB금융지주,KOSPI,30150,-2.11,291699,8850924650,5623632993600,-8.4977,10.6422,26.6807,4.1451,Financials,기타 금융업,0.776865
267260,HD현대일렉트릭,KOSPI,708000,-0.84,70829,50124662000,25521371580000,0.1414,-1.6667,-24.4397,-23.4595,Utilities,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,0.776654
032640,LG유플러스,KOSPI,14640,0.48,846949,12396818692,6213621996480,-0.0683,-1.5467,4.5714,-4.1257,Technology,전기 통신업,0.775561
033790,피노,KOSDAQ,7600,1.6,938306,7039264685,633246341200,-2.1879,26.4559,7.1932,54.3147,Other,일차전지 및 이차전지 제조업,0.774459
047810,한국항공우주,KOSPI,127500,-2.15,187480,23984754250,12428076142500,1.9185,-2.4484,-10.9015,-27.6801,Industrials,항공기 우주선 및 부품 제조업,0.772918
064760,티씨케이,KOSDAQ GLOBAL,286000,4.95,48692,13745289250,3197312976000,5.9259,25.7143,10.8527,24.3478,Materials,기타 비금속 광물제품 제조업,0.772570
020560,아시아나항공,KOSPI,8360,-0.12,276249,2326716815,1722082343960,6.9054,18.2461,15.1515,19.4286,Industrials,항공 여객 운송업,0.772044
090460,비에이치,KOSPI,20250,0.5,611104,12249524090,682658644500,8.1153,25.2319,-10.0000,-11.3786,Technology,전자부품 제조업,0.771938
267250,HD현대,KOSPI,205500,-0.72,153547,31454272000,16233078967500,-4.6404,-3.0660,-1.4388,-19.4118,Financials,기타 금융업,0.771859
002380,KCC,KOSPI,476000,1.82,18837,8944225750,4090218496000,2.1459,5.3097,-0.6263,-7.9304,Materials,기타 화학제품 제조업,0.771727
030200,KT,KOSPI,52700,-0.75,178932,9472487350,13281542799500,-0.1894,0.3810,1.9342,-11.1298,Technology,전기 통신업,0.771708
454910,두산로보틱스,KOSPI,70800,-0.28,299860,21165347100,4589254584000,4.5790,1.5782,-25.4737,-17.6744,Industrials,특수 목적용 기계 제조업,0.770729
125490,한라캐스트,KOSDAQ,12110,-2.34,1287820,15990083485,442043482720,10.7960,11.1009,31.7737,-27.1360,Industrials,자동차 신품 부품 제조업,0.770251
375500,DL이앤씨,KOSPI,80900,-5.05,368951,29918971800,3130314100700,-7.2248,17.9300,30.6947,34.1625,Industrials,토목 건설업,0.769626
032820,우리기술,KOSDAQ,12960,-3.43,2958227,38512949155,2239288571520,0.3096,9.8305,2.0472,-52.0887,Utilities,전동기  발전기 및 전기 변환 · 공급 · 제어 장치 제조업,0.769104
029460,케이씨,KOSPI,43350,-0.23,35375,1531668200,477740192250,8.9196,23.8571,50.7826,39.6135,Technology,측정  시험  항해  제어 및 기타 정밀기기 제조업; 광학기기 제외,0.768144
